source,destination,distance,source_crime_count,destination_crime_count,dest_percentile
chhawla,yamuna vihar,30.34235445355472,2,1,84
yamuna vihar,chhawla,30.34235445355472,1,2,67
chittaranjan park,civil lines,15.537129069626054,1,3,50
civil lines,chittaranjan park,15.537129069626054,3,1,84
chittaranjan park,connaught place,10.69408811541511,1,1,84
connaught place,chittaranjan park,10.69408811541511,1,1,84
chittaranjan park,dwarka,23.680748482521075,1,6,0
dwarka,chittaranjan park,23.680748482521075,6,1,84
chittaranjan park,fatehpur beri,11.156021895568859,1,1,84
fatehpur beri,chittaranjan park,11.156021895568859,1,1,84
chittaranjan park,gautam nagar,4.434893023901021,1,0,100
gautam nagar,chittaranjan park,4.434893023901021,0,1,84
chittaranjan park,geeta colony,12.652313506333131,1,1,84
geeta colony,chittaranjan park,12.652313506333131,1,1,84
chittaranjan park,green park,4.664337104201608,1,1,84
green park,chittaranjan park,4.664337104201608,1,1,84
chittaranjan park,inderpuri,14.12397103385117,1,1,84
inderpuri,chittaranjan park,14.12397103385117,1,1,84
chittaranjan park,jasola,4.4259795355624085,1,2,67
jasola,chittaranjan park,4.4259795355624085,2,1,84
chittaranjan park,kakrola,23.954751571889982,1,1,84
kakrola,chittaranjan park,23.954751571889982,1,1,84
chittaranjan park,kalkaji,1.2406871938099562,1,2,67
kalkaji,chittaranjan park,1.2406871938099562,2,1,84
chittaranjan park,kapashera,16.358409977016265,1,3,50
kapashera,chittaranjan park,16.358409977016265,3,1,84
chittaranjan park,karawal nagar,21.537359585182013,1,1,84
karawal nagar,chittaranjan park,21.537359585182013,1,1,84
chittaranjan park,kashmiri gate,14.687674927940547,1,4,34
kashmiri gate,chittaranjan park,14.687674927940547,4,1,84
chittaranjan park,khanpur,3.3226732732827697,1,1,84
khanpur,chittaranjan park,3.3226732732827697,1,1,84
chittaranjan park,kirti nagar,16.501028673307832,1,1,84
kirti nagar,chittaranjan park,16.501028673307832,1,1,84
chittaranjan park,lajpat nagar,2.991017175115444,1,1,84
lajpat nagar,chittaranjan park,2.991017175115444,1,1,84
chittaranjan park,mangolpuri,22.28491270434844,1,1,84
mangolpuri,chittaranjan park,22.28491270434844,1,1,84
chittaranjan park,mehrauli,7.1799903035028025,1,5,17
mehrauli,chittaranjan park,7.1799903035028025,5,1,84
chittaranjan park,mundka,26.539801182081746,1,1,84
mundka,chittaranjan park,26.539801182081746,1,1,84
chittaranjan park,najafgarh,27.312051800937816,1,2,67
najafgarh,chittaranjan park,27.312051800937816,2,1,84
chittaranjan park,nangloi,23.623596136775674,1,1,84
nangloi,chittaranjan park,23.623596136775674,1,1,84
chittaranjan park,naraina,14.228218330417185,1,1,84
naraina,chittaranjan park,14.228218330417185,1,1,84
chittaranjan park,narela,37.11272728763309,1,5,17
narela,chittaranjan park,37.11272728763309,5,1,84
chittaranjan park,okhla,4.773615216526939,1,4,34
okhla,chittaranjan park,4.773615216526939,4,1,84
chittaranjan park,palam,17.293836064539544,1,1,84
palam,chittaranjan park,17.293836064539544,1,1,84
chittaranjan park,patel nagar,16.198189107646822,1,0,100
patel nagar,chittaranjan park,16.198189107646822,0,1,84
chittaranjan park,pitampura,21.325812203783787,1,2,67
pitampura,chittaranjan park,21.325812203783787,2,1,84
chittaranjan park,prem nagar,27.06080121072485,1,1,84
prem nagar,chittaranjan park,27.06080121072485,1,1,84
chittaranjan park,rajouri garden,17.357956542610967,1,1,84
rajouri garden,chittaranjan park,17.357956542610967,1,1,84
chittaranjan park,rohini,23.57516446803684,1,4,34
rohini,chittaranjan park,23.57516446803684,4,1,84
chittaranjan park,saket,3.8192434981939503,1,1,84
saket,chittaranjan park,3.8192434981939503,1,1,84
chittaranjan park,sangam vihar,4.669480621152204,1,2,67
sangam vihar,chittaranjan park,4.669480621152204,2,1,84
chittaranjan park,sarai kale khan,5.366807588207835,1,1,84
sarai kale khan,chittaranjan park,5.366807588207835,1,1,84
chittaranjan park,shalimar bagh,22.06908433710649,1,2,67
shalimar bagh,chittaranjan park,22.06908433710649,2,1,84
chittaranjan park,tilak nagar,18.85537371840782,1,1,84
tilak nagar,chittaranjan park,18.85537371840782,1,1,84
chittaranjan park,tis hazari,14.629374141331072,1,2,67
tis hazari,chittaranjan park,14.629374141331072,2,1,84
chittaranjan park,trilokpuri,9.313845659994644,1,2,67
trilokpuri,chittaranjan park,9.313845659994644,2,1,84
chittaranjan park,tughlakabad,3.3842696184750536,1,1,84
tughlakabad,chittaranjan park,3.3842696184750536,1,1,84
chittaranjan park,vasant kunj,9.351626347960446,1,2,67
vasant kunj,chittaranjan park,9.351626347960446,2,1,84
chittaranjan park,vijay nagar,17.61383197399986,1,1,84
vijay nagar,chittaranjan park,17.61383197399986,1,1,84
chittaranjan park,wazirabad,19.631542962233,1,2,67
wazirabad,chittaranjan park,19.631542962233,2,1,84
chittaranjan park,yamuna vihar,18.11740258282364,1,1,84
yamuna vihar,chittaranjan park,18.11740258282364,1,1,84
civil lines,connaught place,5.082562885666002,3,1,84
connaught place,civil lines,5.082562885666002,1,3,50
civil lines,dwarka,20.90508235988465,3,6,0
dwarka,civil lines,20.90508235988465,6,3,50
civil lines,fatehpur beri,24.75839216208405,3,1,84
fatehpur beri,civil lines,24.75839216208405,1,3,50
civil lines,gautam nagar,12.817655804125677,3,0,100
gautam nagar,civil lines,12.817655804125677,0,3,50
civil lines,geeta colony,5.786225444149679,3,1,84
geeta colony,civil lines,5.786225444149679,1,3,50
civil lines,green park,13.335418691534805,3,1,84
green park,civil lines,13.335418691534805,1,3,50
civil lines,inderpuri,9.303804850071067,3,1,84
inderpuri,civil lines,9.303804850071067,1,3,50
civil lines,jasola,16.42837538373718,3,2,67
jasola,civil lines,16.42837538373718,2,3,50
civil lines,kakrola,21.73167645566824,3,1,84
kakrola,civil lines,21.73167645566824,1,3,50
civil lines,kalkaji,15.952229975247395,3,2,67
kalkaji,civil lines,15.952229975247395,2,3,50
civil lines,kapashera,21.697773858750868,3,3,50
kapashera,civil lines,21.697773858750868,3,3,50
civil lines,karawal nagar,7.743474399411888,3,1,84
karawal nagar,civil lines,7.743474399411888,1,3,50
civil lines,kashmiri gate,1.025697645351835,3,4,34
kashmiri gate,civil lines,1.025697645351835,4,3,50
civil lines,khanpur,18.256617552092468,3,1,84
khanpur,civil lines,18.256617552092468,1,3,50
civil lines,kirti nagar,8.538153721407724,3,1,84
kirti nagar,civil lines,8.538153721407724,1,3,50
civil lines,lajpat nagar,12.548246281063447,3,1,84
lajpat nagar,civil lines,12.548246281063447,1,3,50
civil lines,mangolpuri,12.640764109812554,3,1,84
mangolpuri,civil lines,12.640764109812554,1,3,50
civil lines,mehrauli,17.83223006472076,3,5,17
mehrauli,civil lines,17.83223006472076,5,3,50
civil lines,mundka,18.991152153716584,3,1,84
mundka,civil lines,18.991152153716584,1,3,50
civil lines,najafgarh,24.74473264601597,3,2,67
najafgarh,civil lines,24.74473264601597,2,3,50
civil lines,nangloi,15.402950317848328,3,1,84
nangloi,civil lines,15.402950317848328,1,3,50
civil lines,naraina,10.403688295459707,3,1,84
naraina,civil lines,10.403688295459707,1,3,50
civil lines,narela,22.546344449928736,3,5,17
narela,civil lines,22.546344449928736,5,3,50
civil lines,okhla,14.051668734466753,3,4,34
okhla,civil lines,14.051668734466753,4,3,50
civil lines,palam,16.791212063649724,3,1,84
palam,civil lines,16.791212063649724,1,3,50
civil lines,patel nagar,6.909200373926335,3,0,100
patel nagar,civil lines,6.909200373926335,0,3,50
civil lines,pitampura,9.598575494726587,3,2,67
pitampura,civil lines,9.598575494726587,2,3,50
civil lines,prem nagar,25.53632919797908,3,1,84
prem nagar,civil lines,25.53632919797908,1,3,50
civil lines,rajouri garden,11.313492428246336,3,1,84
rajouri garden,civil lines,11.313492428246336,1,3,50
civil lines,rohini,11.40512836300762,3,4,34
rohini,civil lines,11.40512836300762,4,3,50
civil lines,saket,16.987358226514658,3,1,84
saket,civil lines,16.987358226514658,1,3,50
civil lines,sangam vihar,19.96875969751866,3,2,67
sangam vihar,civil lines,19.96875969751866,2,3,50
civil lines,sarai kale khan,10.48433460040387,3,1,84
sarai kale khan,civil lines,10.48433460040387,1,3,50
civil lines,shalimar bagh,8.528765848942225,3,2,67
shalimar bagh,civil lines,8.528765848942225,2,3,50
civil lines,tilak nagar,13.43657209322031,3,1,84
tilak nagar,civil lines,13.43657209322031,1,3,50
civil lines,tis hazari,1.3556573053505896,3,2,67
tis hazari,civil lines,1.3556573053505896,2,3,50
civil lines,trilokpuri,11.229361011149942,3,2,67
trilokpuri,civil lines,11.229361011149942,2,3,50
civil lines,tughlakabad,18.715140525677334,3,1,84
tughlakabad,civil lines,18.715140525677334,1,3,50
civil lines,vasant kunj,17.81387358322456,3,2,67
vasant kunj,civil lines,17.81387358322456,2,3,50
civil lines,vijay nagar,2.8047229870098795,3,1,84
vijay nagar,civil lines,2.8047229870098795,1,3,50
civil lines,wazirabad,30.17446721220353,3,2,67
wazirabad,civil lines,30.17446721220353,2,3,50
civil lines,yamuna vihar,5.338635912580854,3,1,84
yamuna vihar,civil lines,5.338635912580854,1,3,50
connaught place,dwarka,19.31578135009052,1,6,0
dwarka,connaught place,19.31578135009052,6,1,84
connaught place,fatehpur beri,19.690418057066392,1,1,84
fatehpur beri,connaught place,19.690418057066392,1,1,84
connaught place,gautam nagar,7.735201016698163,1,0,100
gautam nagar,connaught place,7.735201016698163,0,1,84
connaught place,geeta colony,5.859676213665551,1,1,84
geeta colony,connaught place,5.859676213665551,1,1,84
connaught place,green park,8.257244098066053,1,1,84
green park,connaught place,8.257244098066053,1,1,84
connaught place,inderpuri,7.101287474406285,1,1,84
inderpuri,connaught place,7.101287474406285,1,1,84
connaught place,jasola,12.300981475364125,1,2,67
jasola,connaught place,12.300981475364125,2,1,84
connaught place,kakrola,19.988133772680094,1,1,84
kakrola,connaught place,19.988133772680094,1,1,84
connaught place,kalkaji,11.260853576471135,1,2,67
kalkaji,connaught place,11.260853576471135,2,1,84
connaught place,kapashera,17.725513953901444,1,3,50
kapashera,connaught place,17.725513953901444,3,1,84
connaught place,karawal nagar,12.321920861484713,1,1,84
karawal nagar,connaught place,12.321920861484713,1,1,84
connaught place,kashmiri gate,4.45524106472115,1,4,34
kashmiri gate,connaught place,4.45524106472115,4,1,84
connaught place,khanpur,13.243319086827542,1,1,84
khanpur,connaught place,13.243319086827542,1,1,84
connaught place,kirti nagar,7.9936515831402675,1,1,84
kirti nagar,connaught place,7.9936515831402675,1,1,84
connaught place,lajpat nagar,7.751829215720169,1,1,84
lajpat nagar,connaught place,7.751829215720169,1,1,84
connaught place,mangolpuri,13.583860220362563,1,1,84
mangolpuri,connaught place,13.583860220362563,1,1,84
connaught place,mehrauli,12.837542856734304,1,5,17
mehrauli,connaught place,12.837542856734304,5,1,84
connaught place,mundka,19.264488877303787,1,1,84
mundka,connaught place,19.264488877303787,1,1,84
connaught place,najafgarh,23.268984332058096,1,2,67
najafgarh,connaught place,23.268984332058096,2,1,84
connaught place,nangloi,15.793658783838573,1,1,84
nangloi,connaught place,15.793658783838573,1,1,84
connaught place,naraina,7.987909377703768,1,1,84
naraina,connaught place,7.987909377703768,1,1,84
connaught place,narela,26.59515919975545,1,5,17
narela,connaught place,26.59515919975545,5,1,84
connaught place,okhla,10.12076981273006,1,4,34
okhla,connaught place,10.12076981273006,4,1,84
connaught place,palam,14.072945045034453,1,1,84
palam,connaught place,14.072945045034453,1,1,84
connaught place,patel nagar,6.8985361061796775,1,0,100
patel nagar,connaught place,6.8985361061796775,0,1,84
connaught place,pitampura,11.574212676995671,1,2,67
pitampura,connaught place,11.574212676995671,2,1,84
connaught place,prem nagar,23.72835153564342,1,1,84
prem nagar,connaught place,23.72835153564342,1,1,84
connaught place,rajouri garden,10.194116603613164,1,1,84
rajouri garden,connaught place,10.194116603613164,1,1,84
connaught place,rohini,13.761884845607062,1,4,34
rohini,connaught place,13.761884845607062,4,1,84
connaught place,saket,11.909504730935788,1,1,84
saket,connaught place,11.909504730935788,1,1,84
connaught place,sangam vihar,14.98461535788832,1,2,67
sangam vihar,connaught place,14.98461535788832,2,1,84
connaught place,sarai kale khan,6.1170631487835285,1,1,84
sarai kale khan,connaught place,6.1170631487835285,1,1,84
connaught place,shalimar bagh,11.696642670821042,1,2,67
shalimar bagh,connaught place,11.696642670821042,2,1,84
connaught place,tilak nagar,12.307157375894727,1,1,84
tilak nagar,connaught place,12.307157375894727,1,1,84
connaught place,tis hazari,3.99049418402924,1,2,67
tis hazari,connaught place,3.99049418402924,2,1,84
connaught place,trilokpuri,8.947947715043194,1,2,67
trilokpuri,connaught place,8.947947715043194,2,1,84
connaught place,tughlakabad,13.987008613309822,1,1,84
tughlakabad,connaught place,13.987008613309822,1,1,84
connaught place,vasant kunj,13.041460253875506,1,2,67
vasant kunj,connaught place,13.041460253875506,2,1,84
connaught place,vijay nagar,6.9201817282133,1,1,84
vijay nagar,connaught place,6.9201817282133,1,1,84
connaught place,wazirabad,25.48034059443729,1,2,67
wazirabad,connaught place,25.48034059443729,2,1,84
connaught place,yamuna vihar,9.250292016963924,1,1,84
yamuna vihar,connaught place,9.250292016963924,1,1,84
dwarka,fatehpur beri,23.461132172478127,6,1,84
fatehpur beri,dwarka,23.461132172478127,1,6,0
dwarka,gautam nagar,19.427432725379926,6,0,100
gautam nagar,dwarka,19.427432725379926,0,6,0
dwarka,geeta colony,25.01283223338555,6,1,84
geeta colony,dwarka,25.01283223338555,1,6,0
dwarka,green park,19.05160170329936,6,1,84
green park,dwarka,19.05160170329936,1,6,0
dwarka,inderpuri,12.229696902583738,6,1,84
inderpuri,dwarka,12.229696902583738,1,6,0
dwarka,jasola,27.725582782289862,6,2,67
jasola,dwarka,27.725582782289862,2,6,0
dwarka,kakrola,1.0008581463888837,6,1,84
kakrola,dwarka,1.0008581463888837,1,6,0
dwarka,kalkaji,24.89415559691368,6,2,67
kalkaji,dwarka,24.89415559691368,2,6,0
dwarka,kapashera,11.346502846144242,6,3,50
kapashera,dwarka,11.346502846144242,3,6,0
dwarka,karawal nagar,27.77431644447537,6,1,84
karawal nagar,dwarka,27.77431644447537,1,6,0
dwarka,kashmiri gate,21.319962439999827,6,4,34
kashmiri gate,dwarka,21.319962439999827,4,6,0
dwarka,khanpur,23.40984143731764,6,1,84
khanpur,dwarka,23.40984143731764,1,6,0
dwarka,kirti nagar,12.370767818929211,6,1,84
kirti nagar,dwarka,12.370767818929211,1,6,0
dwarka,lajpat nagar,22.44200750154931,6,1,84
lajpat nagar,dwarka,22.44200750154931,1,6,0
dwarka,mangolpuri,10.763938161833343,6,1,84
mangolpuri,dwarka,10.763938161833343,1,6,0
dwarka,mehrauli,18.381929484114988,6,5,17
mehrauli,dwarka,18.381929484114988,5,6,0
dwarka,mundka,7.317159503364702,6,1,84
mundka,dwarka,7.317159503364702,1,6,0
dwarka,najafgarh,3.9539878913715056,6,2,67
najafgarh,dwarka,3.9539878913715056,2,6,0
dwarka,nangloi,8.309957644037473,6,1,84
nangloi,dwarka,8.309957644037473,1,6,0
dwarka,naraina,11.336623742683553,6,1,84
naraina,dwarka,11.336623742683553,1,6,0
dwarka,narela,26.196634398516075,6,5,17
narela,dwarka,26.196634398516075,5,6,0
dwarka,okhla,26.61547900813912,6,4,34
okhla,dwarka,26.61547900813912,4,6,0
dwarka,palam,6.3965612649094545,6,1,84
palam,dwarka,6.3965612649094545,1,6,0
dwarka,patel nagar,14.012721602027893,6,0,100
patel nagar,dwarka,14.012721602027893,0,6,0
dwarka,pitampura,14.074998659995721,6,2,67
pitampura,dwarka,14.074998659995721,2,6,0
dwarka,prem nagar,4.660291809382647,6,1,84
prem nagar,dwarka,4.660291809382647,1,6,0
dwarka,rajouri garden,9.593619005748474,6,1,84
rajouri garden,dwarka,9.593619005748474,1,6,0
dwarka,rohini,14.541343603338126,6,4,34
rohini,dwarka,14.541343603338126,4,6,0
dwarka,saket,21.189562915925556,6,1,84
saket,dwarka,21.189562915925556,1,6,0
dwarka,sangam vihar,24.83087813764857,6,2,67
sangam vihar,dwarka,24.83087813764857,2,6,0
dwarka,sarai kale khan,23.006478554756733,6,1,84
sarai kale khan,dwarka,23.006478554756733,1,6,0
dwarka,shalimar bagh,16.914861979792086,6,2,67
shalimar bagh,dwarka,16.914861979792086,2,6,0
dwarka,tilak nagar,7.477901803148982,6,1,84
tilak nagar,dwarka,7.477901803148982,1,6,0
dwarka,tis hazari,19.788595652125935,6,2,67
tis hazari,dwarka,19.788595652125935,2,6,0
dwarka,trilokpuri,27.729222598904144,6,2,67
trilokpuri,dwarka,27.729222598904144,2,6,0
dwarka,tughlakabad,26.426695304932732,6,1,84
tughlakabad,dwarka,26.426695304932732,1,6,0
dwarka,vasant kunj,15.977844954404938,6,2,67
vasant kunj,dwarka,15.977844954404938,2,6,0
dwarka,vijay nagar,19.42546881113906,6,1,84
vijay nagar,dwarka,19.42546881113906,1,6,0
dwarka,wazirabad,21.121544405544235,6,2,67
wazirabad,dwarka,21.121544405544235,2,6,0
dwarka,yamuna vihar,26.177021944765396,6,1,84
yamuna vihar,dwarka,26.177021944765396,1,6,0
fatehpur beri,gautam nagar,12.010610351866687,1,0,100
gautam nagar,fatehpur beri,12.010610351866687,0,1,84
fatehpur beri,geeta colony,23.29336449556345,1,1,84
geeta colony,fatehpur beri,23.29336449556345,1,1,84
fatehpur beri,green park,11.440533733671145,1,1,84
green park,fatehpur beri,11.440533733671145,1,1,84
fatehpur beri,inderpuri,19.361881604078718,1,1,84
inderpuri,fatehpur beri,19.361881604078718,1,1,84
fatehpur beri,jasola,14.443091106828113,1,2,67
jasola,fatehpur beri,14.443091106828113,2,1,84
fatehpur beri,kakrola,23.262540023951484,1,1,84
kakrola,fatehpur beri,23.262540023951484,1,1,84
fatehpur beri,kalkaji,11.77365286977989,1,2,67
kalkaji,fatehpur beri,11.77365286977989,2,1,84
fatehpur beri,kapashera,12.504360995544276,1,3,50
kapashera,fatehpur beri,12.504360995544276,3,1,84
fatehpur beri,karawal nagar,31.748562911171256,1,1,84
karawal nagar,fatehpur beri,31.748562911171256,1,1,84
fatehpur beri,kashmiri gate,24.13230864155395,1,4,34
kashmiri gate,fatehpur beri,24.13230864155395,4,1,84
fatehpur beri,khanpur,7.859959692715582,1,1,84
khanpur,fatehpur beri,7.859959692715582,1,1,84
fatehpur beri,kirti nagar,22.14575546557641,1,1,84
kirti nagar,fatehpur beri,22.14575546557641,1,1,84
fatehpur beri,lajpat nagar,13.510610043444855,1,1,84
lajpat nagar,fatehpur beri,13.510610043444855,1,1,84
fatehpur beri,mangolpuri,26.92878508134668,1,1,84
mangolpuri,fatehpur beri,26.92878508134668,1,1,84
fatehpur beri,mehrauli,7.180074333960284,1,5,17
mehrauli,fatehpur beri,7.180074333960284,5,1,84
fatehpur beri,mundka,28.907111221162328,1,1,84
mundka,fatehpur beri,28.907111221162328,1,1,84
fatehpur beri,najafgarh,26.05736976495122,1,2,67
najafgarh,fatehpur beri,26.05736976495122,2,1,84
fatehpur beri,nangloi,27.06690609978673,1,1,84
nangloi,fatehpur beri,27.06690609978673,1,1,84
fatehpur beri,naraina,18.807819341396566,1,1,84
naraina,fatehpur beri,18.807819341396566,1,1,84
fatehpur beri,narela,43.742069383036565,1,5,17
narela,fatehpur beri,43.742069383036565,5,1,84
fatehpur beri,okhla,15.75163491306968,1,4,34
okhla,fatehpur beri,15.75163491306968,4,1,84
fatehpur beri,palam,17.85002471166289,1,1,84
palam,fatehpur beri,17.85002471166289,1,1,84
fatehpur beri,patel nagar,22.64926785388464,1,0,100
patel nagar,fatehpur beri,22.64926785388464,0,1,84
fatehpur beri,pitampura,27.40807613820963,1,2,67
pitampura,fatehpur beri,27.40807613820963,2,1,84
fatehpur beri,prem nagar,25.101529986472425,1,1,84
prem nagar,fatehpur beri,25.101529986472425,1,1,84
fatehpur beri,rajouri garden,21.54852247877336,1,1,84
rajouri garden,fatehpur beri,21.54852247877336,1,1,84
fatehpur beri,rohini,29.48331366036241,1,4,34
rohini,fatehpur beri,29.48331366036241,4,1,84
fatehpur beri,saket,8.056058648681258,1,1,84
saket,fatehpur beri,8.056058648681258,1,1,84
fatehpur beri,sangam vihar,7.127835633231996,1,2,67
sangam vihar,fatehpur beri,7.127835633231996,2,1,84
fatehpur beri,sarai kale khan,16.077673639175714,1,1,84
sarai kale khan,fatehpur beri,16.077673639175714,1,1,84
fatehpur beri,shalimar bagh,29.08563354240571,1,2,67
shalimar bagh,fatehpur beri,29.08563354240571,2,1,84
fatehpur beri,tilak nagar,22.034690452402373,1,1,84
tilak nagar,fatehpur beri,22.034690452402373,1,1,84
fatehpur beri,tis hazari,23.566028387238717,1,2,67
tis hazari,fatehpur beri,23.566028387238717,2,1,84
fatehpur beri,trilokpuri,20.468772145804515,1,2,67
trilokpuri,fatehpur beri,20.468772145804515,2,1,84
fatehpur beri,tughlakabad,10.296844519283924,1,1,84
tughlakabad,fatehpur beri,10.296844519283924,1,1,84
fatehpur beri,vasant kunj,8.460994857514084,1,2,67
vasant kunj,fatehpur beri,8.460994857514084,2,1,84
fatehpur beri,vijay nagar,26.10893621057992,1,1,84
vijay nagar,fatehpur beri,26.10893621057992,1,1,84
fatehpur beri,wazirabad,9.627754017331961,1,2,67
wazirabad,fatehpur beri,9.627754017331961,2,1,84
fatehpur beri,yamuna vihar,28.42319531108622,1,1,84
yamuna vihar,fatehpur beri,28.42319531108622,1,1,84
gautam nagar,geeta colony,11.580318326154428,0,1,84
geeta colony,gautam nagar,11.580318326154428,1,0,100
gautam nagar,green park,0.7154007052174287,0,1,84
green park,gautam nagar,0.7154007052174287,1,0,100
gautam nagar,inderpuri,9.772372897181384,0,1,84
inderpuri,gautam nagar,9.772372897181384,1,0,100
gautam nagar,jasola,8.302494982177192,0,2,67
jasola,gautam nagar,8.302494982177192,2,0,100
gautam nagar,kakrola,19.76101060772416,0,1,84
kakrola,gautam nagar,19.76101060772416,1,0,100
gautam nagar,kalkaji,5.567312046056903,0,2,67
kalkaji,gautam nagar,5.567312046056903,2,0,100
gautam nagar,kapashera,13.289176494904854,0,3,50
kapashera,gautam nagar,13.289176494904854,3,0,100
gautam nagar,karawal nagar,19.75447647553624,0,1,84
karawal nagar,gautam nagar,19.75447647553624,1,0,100
gautam nagar,kashmiri gate,12.145120446157064,0,4,34
kashmiri gate,gautam nagar,12.145120446157064,4,0,100
gautam nagar,khanpur,5.8198453617382375,0,1,84
khanpur,gautam nagar,5.8198453617382375,1,0,100
gautam nagar,kirti nagar,12.262201484893474,0,1,84
kirti nagar,gautam nagar,12.262201484893474,1,0,100
gautam nagar,lajpat nagar,3.2612470282114203,0,1,84
lajpat nagar,gautam nagar,3.2612470282114203,1,0,100
gautam nagar,mangolpuri,17.970768913196192,0,1,84
mangolpuri,gautam nagar,17.970768913196192,1,0,100
gautam nagar,mehrauli,5.584430234486266,0,5,17
mehrauli,gautam nagar,5.584430234486266,5,0,100
gautam nagar,mundka,22.105184045507254,0,1,84
mundka,gautam nagar,22.105184045507254,1,0,100
gautam nagar,najafgarh,23.14575347708391,0,2,67
najafgarh,gautam nagar,23.14575347708391,2,0,100
gautam nagar,nangloi,19.212719444156534,0,1,84
nangloi,gautam nagar,19.212719444156534,1,0,100
gautam nagar,naraina,9.815652823902363,0,1,84
naraina,gautam nagar,9.815652823902363,1,0,100
gautam nagar,narela,33.33411950323425,0,5,17
narela,gautam nagar,33.33411950323425,5,0,100
gautam nagar,okhla,7.483169251711672,0,4,34
okhla,gautam nagar,7.483169251711672,4,0,100
gautam nagar,palam,13.083789657065587,0,1,84
palam,gautam nagar,13.083789657065587,1,0,100
gautam nagar,patel nagar,12.138616053855223,0,0,100
patel nagar,gautam nagar,12.138616053855223,0,0,100
gautam nagar,pitampura,17.26260655727985,0,2,67
pitampura,gautam nagar,17.26260655727985,2,0,100
gautam nagar,prem nagar,23.013128103386013,0,1,84
prem nagar,gautam nagar,23.013128103386013,1,0,100
gautam nagar,rajouri garden,12.951893257178408,0,1,84
rajouri garden,gautam nagar,12.951893257178408,1,0,100
gautam nagar,rohini,19.49921271853161,0,4,34
rohini,gautam nagar,19.49921271853161,4,0,100
gautam nagar,saket,4.194678675107721,0,1,84
saket,gautam nagar,4.194678675107721,1,0,100
gautam nagar,sangam vihar,7.6235748279263404,0,2,67
sangam vihar,gautam nagar,7.6235748279263404,2,0,100
gautam nagar,sarai kale khan,5.069635675996741,0,1,84
sarai kale khan,gautam nagar,5.069635675996741,1,0,100
gautam nagar,shalimar bagh,18.28824505784031,0,2,67
shalimar bagh,gautam nagar,18.28824505784031,2,0,100
gautam nagar,tilak nagar,14.420889377843116,0,1,84
tilak nagar,gautam nagar,14.420889377843116,1,0,100
gautam nagar,tis hazari,11.6875974720947,0,2,67
tis hazari,gautam nagar,11.6875974720947,2,0,100
gautam nagar,trilokpuri,10.393453950718524,0,2,67
trilokpuri,gautam nagar,10.393453950718524,2,0,100
gautam nagar,tughlakabad,7.661840783852298,0,1,84
tughlakabad,gautam nagar,7.661840783852298,1,0,100
gautam nagar,vasant kunj,6.768021037189768,0,2,67
vasant kunj,gautam nagar,6.768021037189768,2,0,100
gautam nagar,vijay nagar,14.43121121886377,0,1,84
vijay nagar,gautam nagar,14.43121121886377,1,0,100
gautam nagar,wazirabad,18.76668070784321,0,2,67
wazirabad,gautam nagar,18.76668070784321,2,0,100
gautam nagar,yamuna vihar,16.46192587548693,0,1,84
yamuna vihar,gautam nagar,16.46192587548693,1,0,100
geeta colony,green park,12.263053676243384,1,1,84
green park,geeta colony,12.263053676243384,1,1,84
geeta colony,inderpuri,12.79550454249834,1,1,84
inderpuri,geeta colony,12.79550454249834,1,1,84
geeta colony,jasola,12.129156399482989,1,2,67
jasola,geeta colony,12.129156399482989,2,1,84
geeta colony,kakrola,25.726525527307786,1,1,84
kakrola,geeta colony,25.726525527307786,1,1,84
geeta colony,kalkaji,12.643809059644086,1,2,67
kalkaji,geeta colony,12.643809059644086,2,1,84
geeta colony,kapashera,23.320411765433374,1,3,50
kapashera,geeta colony,23.320411765433374,3,1,84
geeta colony,karawal nagar,9.011863548229787,1,1,84
karawal nagar,geeta colony,9.011863548229787,1,1,84
geeta colony,kashmiri gate,4.816643377214573,1,4,34
kashmiri gate,geeta colony,4.816643377214573,4,1,84
geeta colony,khanpur,15.847934938461695,1,1,84
khanpur,geeta colony,15.847934938461695,1,1,84
geeta colony,kirti nagar,13.094844043344605,1,1,84
kirti nagar,geeta colony,13.094844043344605,1,1,84
geeta colony,lajpat nagar,9.865108757998136,1,1,84
lajpat nagar,geeta colony,9.865108757998136,1,1,84
geeta colony,mangolpuri,18.032537731628974,1,1,84
mangolpuri,geeta colony,18.032537731628974,1,1,84
geeta colony,mehrauli,17.153996317448403,1,5,17
mehrauli,geeta colony,17.153996317448403,5,1,84
geeta colony,mundka,24.187866629330944,1,1,84
mundka,geeta colony,24.187866629330944,1,1,84
geeta colony,najafgarh,28.95470737214919,1,2,67
najafgarh,geeta colony,28.95470737214919,2,1,84
geeta colony,nangloi,20.613132670845594,1,1,84
nangloi,geeta colony,20.613132670845594,1,1,84
geeta colony,naraina,13.75555759903544,1,1,84
naraina,geeta colony,13.75555759903544,1,1,84
geeta colony,narela,27.933847788672512,1,5,17
narela,geeta colony,27.933847788672512,5,1,84
geeta colony,okhla,9.696788754857687,1,4,34
okhla,geeta colony,9.696788754857687,4,1,84
geeta colony,palam,19.928124658328333,1,1,84
palam,geeta colony,19.928124658328333,1,1,84
geeta colony,patel nagar,11.658136091469052,1,0,100
patel nagar,geeta colony,11.658136091469052,0,1,84
geeta colony,pitampura,15.249659658746294,1,2,67
pitampura,geeta colony,15.249659658746294,2,1,84
geeta colony,prem nagar,29.49485446857066,1,1,84
